PWM ID,Cognate TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
PAX6_HUMAN.H10MO.D,Pax6,PAX6_004,165,HOCOMOCO v10,Helix-turn-helix domains,Paired box factors,Paired plus homeo domain,PAX-4/6
PAX7_HUMAN.H10MO.D,Pax7,PAX7_004,15145,HOCOMOCO v10,Helix-turn-helix domains,Paired box factors,Paired plus homeo domain,PAX-3/7
PAX8_HUMAN.H10MO.D,Pax8,PAX8_001,37,HOCOMOCO v10,Helix-turn-helix domains,Paired box factors,Paired plus homeo domain,PAX-3/7
PBX1_HUMAN.H10MO.B,Pbx1,PBX1_003,145,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,PBX
PBX2_HUMAN.H10MO.C,Pbx2,PBX2_001,19,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,PBX
PBX3_HUMAN.H10MO.B,Pbx3,PBX3_001,1846,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,PBX
PDX1_HUMAN.H10MO.C,Pdx1,PDX1_005,79,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,PDX
PEBB_HUMAN.H10MO.C,Nfya,NFYA_004,23,HOCOMOCO v10,Other all-alpha-helical DNA-binding domains,Heteromeric CCAAT-binding factors,Heteromeric CCAAT-binding factors,Heteromeric CCAAT-binding factors
PHX2A_HUMAN.H10MO.D,Phox2a,PHOX2A_003,7912,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PHOX
PHX2B_HUMAN.H10MO.D,Phox2b,PHOX2B_004,25008,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PHOX
PIT1_HUMAN.H10MO.C,Pou1f1,POU1F1_004,38,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU1 (Pit-1-like factors)
PITX1_HUMAN.H10MO.D,Pitx1,PITX1_005,3182,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PITX
PITX2_HUMAN.H10MO.D,Pitx2,PITX2_002,17,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PITX
PITX3_HUMAN.H10MO.D,Pitx3,PITX3_003,7586,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,PKNOX
PKNX2_HUMAN.H10MO.D,Pknox2,PKNOX2_004,4608,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,PKNOX
PLAG1_HUMAN.H10MO.D,Plag1,PLAG1_002,25,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,PLAG factors
PLAG1_HUMAN.H10MO.S,Plag1,PLAG1_003,25,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,PLAG factors
PLAL1_HUMAN.H10MO.D,Plagl1,PLAGL1_005,12,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,PLAG factors
PO2F1_HUMAN.H10MO.B,Pou2f1,POU2F1_004,210,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU2 (Oct-1/2-like factors)
PO2F2_HUMAN.H10MO.D,Pou2f2,POU2F2_007,8293,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU2 (Oct-1/2-like factors)
PO2F3_HUMAN.H10MO.D,Pou2f3,POU2F3_004,300,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU2 (Oct-1/2-like factors)
PO3F1_HUMAN.H10MO.C,Pou3f1,POU3F1_004,15,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
PO3F2_HUMAN.H10MO.D,Pou3f2,POU3F2_004,65,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
PO3F3_HUMAN.H10MO.D,Pou3f3,POU3F3_005,1346,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
PO3F4_HUMAN.H10MO.D,Pou3f4,POU3F4_004,5283,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
PO4F1_HUMAN.H10MO.D,Pou4f1,POU4F1_002,7624,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU4 (Brn-3-like factors)
PO4F2_HUMAN.H10MO.D,Pou4f2,POU4F2_003,27,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU4 (Brn-3-like factors)
PO4F3_HUMAN.H10MO.D,Pou4f3,POU4F3_003,6311,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU4 (Brn-3-like factors)
PO5F1_HUMAN.H10MO.A,Pou5f1,POU5F1_003,500,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU5 (Oct-3/4-like factors)
PO6F1_HUMAN.H10MO.D,Pou6f1,POU6F1_003,14,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU6 (Brn-5-like factors)
PO6F2_HUMAN.H10MO.D,Pou6f2,POU6F2_004,1298,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU6 (Brn-5-like factors)
PPARA_HUMAN.H10MO.C,Ppara,PPARA_001,111,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PPAR (NR1C)
PPARA_HUMAN.H10MO.S,Ppara,PPARA_002,114,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PPAR (NR1C)
PPARD_HUMAN.H10MO.D,Ppard,PPARD_001,18,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PPAR (NR1C)
PPARG_HUMAN.H10MO.A,Pparg,PPARG_002,499,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PPAR (NR1C)
PPARG_HUMAN.H10MO.S,Pparg,PPARG_003,998,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PPAR (NR1C)
PRD14_HUMAN.H10MO.C,Prdm14,PRDM14_001,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified
PRDM1_HUMAN.H10MO.C,Prdm1,PRDM1_003,498,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,PRDM1-like factors
PRDM4_HUMAN.H10MO.D,Prdm4,PRDM4_002,130,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified
PRGR_HUMAN.H10MO.C,Pgr,PGR_001,25,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
PRGR_HUMAN.H10MO.S,Pgr,PGR_002,38,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
PROX1_HUMAN.H10MO.D,Prox1,PROX1_002,773,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HD-PROS factors,HD-PROS factors
PRRX2_HUMAN.H10MO.C,Prrx2,PRRX2_005,59,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PRRX
PTF1A_HUMAN.H10MO.C,Ptf1a,PTF1A_001,10,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Twist-like factors
PURA_HUMAN.H10MO.D,Pura,PURA_001,13,HOCOMOCO v10,Yet undefined DNA-binding domains,Uncharacterized,PUR,PUR
RARA_HUMAN.H10MO.C,Rara,RARA_012,121,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
RARA_HUMAN.H10MO.S,Rara,RARA_013,58,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
RARB_HUMAN.H10MO.D,Rarb,RARB_005,21,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
RARG_HUMAN.H10MO.C,Rarg,RARG_009,24,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
RARG_HUMAN.H10MO.S,Rarg,RARG_010,29,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
RAX2_HUMAN.H10MO.D,-,RAX2_002,33576,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RAX
REL_HUMAN.H10MO.C,Rel,REL_002,74,HOCOMOCO v10,Immunoglobulin fold,Rel homology region (RHR) factors,NF-kappaB-related factors,NF-kappaB p65 subunit-like factors
RELB_HUMAN.H10MO.C,Relb,RELB_001,28,HOCOMOCO v10,Immunoglobulin fold,Rel homology region (RHR) factors,NF-kappaB-related factors,NF-kappaB p65 subunit-like factors
REST_HUMAN.H10MO.A,Rest,REST_003,499,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified
RFX1_HUMAN.H10MO.C,Rfx1,RFX1_002,24,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
RFX2_HUMAN.H10MO.C,Rfx2,RFX2_006,389,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
RFX3_HUMAN.H10MO.B,Rfx3,RFX3_005,655,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
RFX4_HUMAN.H10MO.D,Rfx4,RFX4_004,2776,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
RFX5_HUMAN.H10MO.A,Rfx5,RFX5_005,495,HOCOMOCO v10,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
RHXF1_HUMAN.H10MO.D,-,RHOXF1_005,3568,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RHOX
RORA_HUMAN.H10MO.B,Rora,RORA_005,114,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),ROR (NR1F)
RREB1_HUMAN.H10MO.D,Rreb1,RREB1_002,26,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified
RUNX1_HUMAN.H10MO.A,Runx1,RUNX1_003,500,HOCOMOCO v10,Immunoglobulin fold,Runt domain factors,Runt-related factors,Runt-related factors
RUNX2_HUMAN.H10MO.B,Runx2,RUNX2_005,73,HOCOMOCO v10,Immunoglobulin fold,Runt domain factors,Runt-related factors,Runt-related factors
RUNX3_HUMAN.H10MO.C,Runx3,RUNX3_005,500,HOCOMOCO v10,Immunoglobulin fold,Runt domain factors,Runt-related factors,Runt-related factors
RX_HUMAN.H10MO.D,Rax,RAX_003,335,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,RAX
RXRA_HUMAN.H10MO.C,Rxra,RXRA_009,405,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
RXRB_HUMAN.H10MO.C,Rxrb,RXRB_003,26,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
RXRG_HUMAN.H10MO.B,Rxrg,RXRG_005,653,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
SCRT1_HUMAN.H10MO.D,Scrt1,SCRT1_002,179,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,Snail-like factors
SCRT2_HUMAN.H10MO.D,Scrt2,SCRT2_002,719,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,Snail-like factors
SHOX_HUMAN.H10MO.D,-,SHOX_002,17780,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,SHOX
SHOX2_HUMAN.H10MO.D,Shox2,SHOX2_004,30429,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,SHOX
SMAD1_HUMAN.H10MO.D,Smad1,SMAD1_001,12,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,SMAD/NF-1 DNA-binding domain factors,SMAD factors,Regulatory Smads (R-Smad)
SMAD2_HUMAN.H10MO.C,Smad2,SMAD2_001,500,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,SMAD/NF-1 DNA-binding domain factors,SMAD factors,Regulatory Smads (R-Smad)
SMAD3_HUMAN.H10MO.C,Smad3,SMAD3_003,73,HOCOMOCO v10,beta-Hairpin exposed by an alpha/beta-scaffold,SMAD/NF-1 DNA-binding domain factors,SMAD factors,Regulatory Smads (R-Smad)
SMiLE_ARNTL::CLOCK,Arntl::Clock,ARNTL::CLOCK_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,ARNTL::CLOCK
SMiLE_CEBPb,Cebpb,CEBPB_007,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
SMiLE_CTCF_001,Ctcf,CTCF_005,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,CTCF-like factors
SMiLE_CTCF_002,Ctcf,CTCF_006,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,CTCF-like factors
SMiLE_EGR1,Egr1,EGR1_009,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Three-zinc finger Kruppel-related factors,EGR factors
SMiLE_EN1,En1,EN1_009,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Homeo domain factors,NK-related factors,EN (Engrailed-like factors)
SMiLE_FLI1,Fli1,FLI1_009,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
SMiLE_FOSL2,Fosl2,FOSL2_003,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
SMiLE_FOSL2_secondary,Fosl2,FOSL2_004,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Fos-related factors,Fos factors
SMiLE_FOXP2,Foxp2,FOXP2_003,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXP
SMiLE_GABPA,Gabpa,GABPA_006,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Tryptophan cluster factors,Ets-related factors,Ets-like factors
SMiLE_GATA3_001,Gata3,GATA3_007,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
SMiLE_GATA3_002,Gata3,GATA3_008,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Other C4 zinc finger-type factors,GATA-type zinc fingers,Two zinc-finger GATA factors
SMiLE_GCM1,Gcm1,GCM1_007,1000,Isakova A et al. Nat Methods. 2017,beta-Hairpin exposed by an alpha/beta-scaffold,GCM domain factors,GCM factors,GCM factors
SMiLE_GR,Nr3c1,NR3C1_006,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Steroid hormone receptors (NR3),GR-like receptors (NR3C)
SMiLE_JUN_primary,Jun,JUN_005,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,Jun factors
SMiLE_JUN_secondary,Jun,JUN_006,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,Jun factors
SMiLE_JUN::FOS_primary,Jun::Fos,JUN::FOS_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOS
SMiLE_JUN::FOS_secondary,Jun::Fos,JUN::FOS_003,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOS
SMiLE_JUN::FOSB_primary,Jun::Fosb,JUN::FOSB_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOSB
SMiLE_JUN::FOSB_secondary,Jun::Fosb,JUN::FOSB_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOSB
SMiLE_JUN::FOSL1_primary,Jun::Fosl1,JUN::FOSL1_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOSL1
SMiLE_JUN::FOSL1_secondary,Jun::Fosl1,JUN::FOSL1_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOSL1
SMiLE_JUN::FOSL2_primary,Jun::Fosl2,JUN::FOSL2_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOSL2
SMiLE_JUN::FOSL2_secondary,Jun::Fosl2,JUN::FOSL2_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::FOSL2
SMiLE_JUN::JUNB_primary,Jun::Junb,JUN::JUNB_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::JUNB
SMiLE_JUN::JUNB_secondary,Jun::Junb,JUN::JUNB_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUN::JUNB
SMiLE_JUNB_primary,Junb,JUNB_003,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,Jun factors
SMiLE_JUNB_secondary,Junb,JUNB_004,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,Jun factors
SMiLE_JUNB::FOS_primary,Junb::Fos,JUNB::FOS_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUNB::FOS
SMiLE_JUNB::FOSB_primary,Junb::Fosb,JUNB::FOSB_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUNB::FOSB
SMiLE_JUNB::FOSB_secondary,Junb::Fosb,JUNB::FOSB_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUNB::FOSB
SMiLE_JUNB::FOSL1_primary,Junb::Fosl1,JUNB::FOSL1_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUNB::FOSL1
SMiLE_JUNB::FOSL2_primary,Junb::Fosl2,JUNB::FOSL2_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUNB::FOSL2
SMiLE_JUNB::FOSL2_secondary,Junb::Fosl2,JUNB::FOSL2_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUNB::FOSL2
SMiLE_JUND_primary,Jund,JUND_004,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,Jun factors
SMiLE_JUND_secondary,Jund,JUND_005,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,Jun factors
SMiLE_JUND::FOS_primary,Jund::Fos,JUND::FOS_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUND::FOS
SMiLE_JUND::FOSB_primary,Jund::Fosb,JUND::FOSB_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUND::FOSB
SMiLE_JUND::FOSL1_primary,Jund::Fosl1,JUND::FOSL1_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUND::FOSL1
SMiLE_JUND::FOSL1_secondary,Jund::Fosl1,JUND::FOSL1_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUND::FOSL1
SMiLE_JUND::FOSL2_primary,Jund::Fosl2,JUND::FOSL2_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUND::FOSL2
SMiLE_JUND::FOSL2_secondary,Jund::Fosl2,JUND::FOSL2_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,JUND::FOSL2
SMiLE_LEF1,Lef1,LEF1_005,1000,Isakova A et al. Nat Methods. 2017,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,TCF-7-related factors,TCF-7-related factors
SMiLE_LHX6,Lhx6,LHX6_008,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,Lhx-6-like factors
SMiLE_MAX,Max,MAX_008,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,Myc / Max factors
SMiLE_MYF6,Myf6,MYF6_004,1000,Isakova A et al. Nat Methods. 2017,Basic domains,Basic helix-loop-helix factors (bHLH),MyoD / ASC-related factors,Myogenic transcription factors
SMiLE_NFKB1_001,Nfkb1,NFKB1_007,1000,Isakova A et al. Nat Methods. 2017,Immunoglobulin fold,Rel homology region (RHR) factors,NF-kappaB-related factors,NF-kappaB p50 subunit-like factors
SMiLE_Nfkb1_002,Nfkb1,NFKB1_008,1000,Isakova A et al. Nat Methods. 2017,Immunoglobulin fold,Rel homology region (RHR) factors,NF-kappaB-related factors,NF-kappaB p50 subunit-like factors
SMiLE_NR1H4,Nr1h4,NR1H4_002,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),LXR (NR1H)
SMiLE_NR1H4::RXRa_001,Nr1h4::Rxra,NR1H4::RXRa_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,NR1H4::RXRA
SMiLE_NR1H4::RXRa_002,Nr1h4::Rxra,NR1H4::RXRa_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,NR1H4::RXRA
SMiLE_NR4A2,Nr4a2,NR4A2_006,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,NGFI-B-related receptors (NR4),NGFI-B-related receptors (NR4)
SMiLE_NR4A2::RXRa,Nr4a2::Rxra,NR4A2::RXRA_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,NR4A2::RXRA
SMiLE_OCT4,Pou5f1,POU5F1_004,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU5 (Oct-3/4-like factors)
SMiLE_PAX7,Pax7,PAX7_006,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Paired box factors,Paired plus homeo domain,PAX-3/7
SMiLE_PPARa::RXRa,Ppara::Rxra,PPARA::RXRA_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,PPARA::RXRA
SMiLE_PPARg,Pparg,PPARG_004,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),PPAR (NR1C)
SMiLE_PPARg::RXRa_001,Pparg::Rxra,PPARG::RXRA_003,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,PPARG::RXRA
SMiLE_PPARg::RXRa_002,Pparg::Rxra,PPARG::RXRA_004,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,PPARG::RXRA
SMiLE_RARa,Rara,RARA_016,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
SMiLE_RARa::RXRa,Rara::Rxra,RARA::RXRA_002,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,RARA::RXRA
SMiLE_RARa::RXRg,Rara::Rxrg,RARA::RXRG_001,1000,Isakova A et al. Nat Methods. 2017,Other,Other,Composite,RARA::RXRG
SMiLE_RARg,Rarg,RARG_013,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
SMiLE_RFX2,Rfx2,RFX2_008,1000,Isakova A et al. Nat Methods. 2017,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
SMiLE_RORb,Rorb,RORB_003,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),ROR (NR1F)
SMiLE_RORc,Rorc,RORC_001,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),ROR (NR1F)
SMiLE_RXRa_001,Rxra,RXRA_011,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
SMiLE_RXRa_002,Rxra,RXRA_012,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
SMiLE_RXRg,Rxrg,RXRG_007,1000,Isakova A et al. Nat Methods. 2017,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
SMiLE_Smad4,Smad4,SMAD4_001,1000,Isakova A et al. Nat Methods. 2017,beta-Hairpin exposed by an alpha/beta-scaffold,SMAD/NF-1 DNA-binding domain factors,SMAD factors,Co-activating Smads (Co-Smad)
SMiLE_SOX10,Sox10,SOX10_011,1000,Isakova A et al. Nat Methods. 2017,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group E
SMiLE_SOX15,Sox15,SOX15_005,1000,Isakova A et al. Nat Methods. 2017,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group G
SMiLE_SOX17,Sox17,SOX17_007,1000,Isakova A et al. Nat Methods. 2017,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group F
